Code UAI de l'établissement,Établissement,"Statut de l’établissement de la filière de formation (public, privé…)",Département de l’établissement,Région de l’établissement,Commune de l’établissement,Coordonnées GPS de la formation,Filière de formation,Filière de formation très agrégée,Filière de formation détaillée bis,Capacité de l’établissement par formation,Effectif total des candidats en phase principale,Rang du dernier appelé du groupe 1,f_ratio_candidats,f_ratio_admis,f_selectivity_candidats,b_ratio_candidats,b_ratio_admis,b_selectivity_candidats,gen_candidats_ratio,tech_candidats_ratio,prof_candidats_ratio,gen_admis_ratio,tech_admis_ratio,prof_admis_ratio,gen_selectivity_candidats,tech_selectivity_candidats,prof_selectivity_candidats,sans_mention_ratio,assez_bien_mention_ratio,bien_mention_ratio,tres_bien_mention_ratio,tres_bien_avec_felicitation_mention_ratio,meme_academie_ratio,meme_etablissement_ratio,last_call_rank_ratio,pressure_ratio,taux_acces_ratio,longitude,latitude
0060673Z,Lycée Stanislas,Privé sous contrat d'association,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cannes,"43.5526, 7.00834",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.9130434782608695,-0.32843959731543626,0.31457627118644066,0.18381874964888836,-0.2432432432432433,1.21573731833344,-0.27761259067513677,0.30769230769230765,-0.7690706012197086,0.5169241008163453,-0.46458520641687484,0.0,0.0,0.0,0.0,0.6276310896732783,0.0,0.0,0.0,-0.2666666666666666,0.2718446601941748,0.39999999999999997,1.0,-0.0789473684210524,-0.15686274509803919,1.671712207686258,-0.11310445350548166,-0.05000000000000005,-1.2284919958124496,1.3764102822379054
0340042L,Lycée Jean Mermoz,Public,Hérault,Occitanie,Montpellier,"43.6108, 3.89094",CPGE - ENS Cachan D2,CPGE,ENS Cachan D2,0.13043478260869565,0.46182885906040266,0.17084745762711864,0.34843487201401013,0.6216216216216216,-0.47402872459268136,-0.5098226024368572,0.30769230769230765,-0.9174854139048368,-0.7483555399436784,0.1745203495607432,0.0,0.0,0.0,0.0,-1.253999445921647,0.0,0.0,0.25,0.03333333333333336,0.0,0.3428571428571428,0.5,0.34210526315789475,-0.31372549019607837,-0.5277858430567158,-0.3192768582962368,0.05000000000000005,-1.2123518930648878,0.45285456011933256
0310047H,Lycée Ozenne,Public,Haute-Garonne,Occitanie,Toulouse,"43.6099, 1.44234",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608695,0.6958892617449665,-0.24949152542372882,0.2180728574803044,0.8918918918918918,-0.8165937434805767,0.2591360546588132,0.07692307692307689,-0.1205764898511407,0.4336292545319321,0.2120323048485134,0.8921385244216697,0.0,0.0,0.0,0.5037611393654606,0.0,0.0,0.0,-0.4999999999999999,-0.5048543689320386,1.0571428571428572,2.0,-0.15789473684210512,-0.47058823529411764,-0.9900373217535704,-0.7401916169549455,-0.93,-1.212601482282632,-0.2725635899992076
0211033J,Lycée Gustave Eiffel,Public,Côte-d'Or,Bourgogne-Franche-Comté,Dijon,"47.334, 5.06765",CPGE - Prépa ENS - Rennes,CPGE,ENS Rennes D1,0.13043478260869565,0.47692953020134227,0.1464406779661017,0.9466945362496828,1.0810810810810811,-0.5011267609683853,-0.007081990994404016,0.30769230769230765,-0.5961635505176417,-0.07425541958809384,0.3250906726079668,0.0,0.0,0.0,0.0,-0.2515274787386615,0.0,0.0,0.25,-0.5666666666666667,0.504854368932039,0.48571428571428577,0.5,-0.2105263157894736,-0.15686274509803919,-0.5640535728833779,-0.3276902204198816,-0.5300000000000001,-0.1798290313858438,0.801464701190144
0782562L,Lycée Hoche,Public,Yvelines,Ile-de-France,Versailles,"48.8058, 2.13676",CPGE - MP2I,CPGE,MP2I,0.13043478260869565,0.9920302013422819,-0.15728813559322033,-1.1901773591504314,-0.810810810810811,2.0283979040479565,0.5095430986877505,0.15384615384615388,-0.053384382612433466,0.3764909421986292,-0.35121445981422755,0.7474120082815734,0.0,0.0,0.0,0.4187892566485918,0.0,0.0,0.0,-0.6333333333333332,-1.1650485436893203,1.1142857142857143,7.000000000000001,-0.2105263157894736,0.0,-1.06872395101769,-0.531325890022853,-0.9700000000000001,0.22833253603444345,-0.06683587955025011
0593007Y,Lycée Frédéric OZANAM,Privé sous contrat d'association,Nord,Hauts-de-France,Lille,"50.6396, 3.08675",CPGE - MP2I,CPGE,MP2I,-0.6521739130434783,-0.5079697986577181,-0.4311864406779661,-0.9105591093634633,-0.8648648648648649,5.205909094999403,-0.3052129392804683,-0.8461538461538461,0.44028098526861864,-0.4267303491643785,-0.46458520641687484,0.0,0.0,0.0,0.0,-0.7757021901281713,0.0,0.0,1.25,1.6999999999999997,-1.2038834951456308,-0.6571428571428573,2.5,-0.7894736842105261,0.3137254901960785,0.4567340532484074,0.7664540315413616,0.5300000000000001,0.7296186138092164,0.21460657263921
0420041S,Lycée Claude Fauriel,Public,Loire,Auvergne-Rhône-Alpes,Saint-Etienne,"45.438, 4.39398",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.5373322147651006,2.272542372881356,-0.23165005847489456,-0.21621621621621626,0.45165279948369624,0.29363217775669126,-0.38461538461538464,1.4617248682711879,0.028070886674561323,-0.31360923052497736,0.0,0.0,0.0,0.0,-0.09935534519923633,0.0,0.0,0.0,0.19999999999999996,0.6990291262135921,-0.20000000000000004,0.0,-0.2105263157894736,-0.31372549019607837,1.2661659157367713,0.3303896234252204,-0.03000000000000003,-0.7056303167703154,0.6018843511164867
0440154D,Lycée Blanche De Castille,Privé sous contrat d'association,Loire-Atlantique,Pays-de-la-Loire,Nantes,"47.2372, -1.53331",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,-0.43478260869565216,-0.1858221476510067,-0.17084745762711864,0.7408477963328538,0.8918918918918918,-0.46422293211706334,-1.1728044463103302,-0.6153846153846154,-0.11508694427377753,-0.7164626310236293,-0.46458520641687484,0.0,0.0,0.0,0.0,-1.206570664678581,0.0,0.0,1.25,0.06666666666666662,0.5436893203883497,-0.2571428571428572,0.0,-0.4736842105263156,0.07843137254901968,-0.0720168825605456,0.015349039871503671,0.5300000000000001,-0.20667373836117015,-1.154124693650369
0590063Y,Lycée Albert Chatelet,Public,Nord,Hauts-de-France,Douai,"50.3743, 3.08316",CPGE - MPSI,CPGE,MPSI,0.13043478260869565,0.15645973154362416,0.8244067796610169,-0.6838503587997483,-0.48648648648648657,0.7206655411560376,0.5809295678190239,1.153846153846154,-0.8242485995088454,0.16456005837048832,-0.2555218635292812,0.0,0.0,0.0,0.0,0.10362128144343037,0.0,0.0,0.0,-0.3999999999999999,-0.038834951456310496,0.4285714285714286,3.5000000000000004,0.6052631578947371,0.07843137254901968,0.6512529415015347,-0.09406176997625379,0.05000000000000005,0.6633110782947502,0.21354300522970004
0590214M,Lycée Colbert,Public,Nord,Hauts-de-France,Tourcoing,"50.7254, 3.15711",CPGE - TSI,CPGE,TSI,-0.9130434782608695,-0.5683724832214765,-0.6535593220338983,-1.2073530019385548,-0.6486486486486487,0.23833316337134577,0.34635782885140126,1.6923076923076925,-1.0670798532527925,-1.7529821709252273,89.31356552094535,0.0,-1.0,1.0,0.0,0.0,-0.6360759493670887,0.0,1.625,0.4666666666666666,-0.5436893203883494,0.11428571428571431,0.0,0.4473684210526317,2.666666666666667,-0.07768369758881057,0.7342748763262464,0.5300000000000001,0.7296186138092164,0.23545130883227525
0590221V,Lycée Henri Wallon,Public,Nord,Hauts-de-France,Valenciennes,"50.3641, 3.52067",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.3091442953020134,0.9057627118644068,-0.49379040803279706,-0.32432432432432434,0.38928543495870976,-0.19723288750279316,-0.5384615384615385,1.839972436391911,0.025827261915999593,0.07879528831299426,0.0,0.0,0.0,0.0,-0.10269189841650829,0.0,0.0,0.0,-0.5999999999999999,-0.34951456310679596,0.8000000000000002,3.75,0.5263157894736844,-0.31372549019607837,0.2963239888838997,0.6059362778471674,0.05000000000000005,0.6604824004936317,0.34315898777415943
0593109J,Lycée Notre-Dame De La Paix,Privé sous contrat d'association,Nord,Hauts-de-France,Lille,"50.6427, 3.06165",CPGE - Lettres,CPGE,Lettres,0.13043478260869565,-0.48951342281879195,-0.42847457627118646,0.9612104381436465,0.5405405405405405,0.12325830287506435,-0.5368648302149864,-0.5384615384615385,1.0259505067855719,-0.4858846782899469,-0.46458520641687484,0.0,0.0,0.0,0.0,-0.863672144286639,0.0,0.0,0.0,-0.19999999999999996,0.6213592233009707,-0.0285714285714286,2.25,0.5526315789473686,-0.15686274509803919,0.1740944094862822,1.7000531737510414,0.7100000000000001,0.7296186138092164,0.20717048852258202
0370035M,Lycée Descartes,Public,Indre-et-Loire,Centre,Tours,"47.3915, 0.68959",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.9408557046979866,1.5132203389830508,-0.4743238105908582,-0.054054054054054106,-0.31413394328458016,-0.11804938689466421,-0.23076923076923075,0.19099971395587279,0.2528118790727359,-0.23130412404584832,0.0,0.0,0.0,0.0,0.23486287840412334,0.0,0.0,0.0,-0.6333333333333332,-0.699029126213592,1.1714285714285715,3.25,-0.5526315789473684,0.15686274509803924,0.0646596134112073,0.016600381076773144,-0.47000000000000003,-0.163883053585419,-0.4955720489152131
0630021F,Lycée La Fayette,Public,Puy-de-dôme,Auvergne-Rhône-Alpes,Clermont-Ferrand,"45.7626, 3.13152",CPGE - PCSI,CPGE,PCSI,-0.9130434782608695,-0.16904362416107382,0.0488135593220339,-0.3044626152139037,-0.4054054054054055,1.1092690951894277,0.025065392813737604,-0.8461538461538461,0.44028098526861864,-0.10534295202026277,0.15838132036938923,0.0,0.0,0.0,0.0,-0.29775856348569013,0.0,0.0,0.5,0.3999999999999999,0.504854368932039,-0.31428571428571433,0.0,0.5789473684210529,1.9607843137254901,0.3732642977795654,-0.33771354690052,0.0900000000000001,-0.6156118055700014,0.22787005813329084
0670086E,Lycée des métiers René Cassin,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5826, 7.77046",CPGE - ECT - Option technologique,CPGE,ECT - Option technologique,-0.391304347826087,-0.3972315436241611,-0.4176271186440678,0.3968670067605955,0.24324324324324317,0.10980042056837896,1.1957009036193211,0.30769230769230765,0.1725836565930883,-1.7529821709252273,119.561896304472,0.0,-1.0,1.0,0.0,0.0,-0.5134615384615384,0.0,2.25,0.9666666666666665,-0.5436893203883494,-0.48571428571428577,0.0,0.7105263157894737,0.23529411764705882,-0.07160198136755881,0.5764909306450993,0.23,0.16643441003348636,1.5968975827542102
0720029R,Lycée Montesquieu,Public,Sarthe,Pays-de-la-Loire,Le Mans,"48.0104, 0.20065",CPGE - Lettres,CPGE,Lettres,0.13043478260869565,0.014681208053691275,-0.3877966101694915,0.5727933132355019,0.9189189189189189,-0.6012015462664049,-1.1353837904341457,0.30769230769230765,-1.3173068765339897,-1.2074651626436979,-0.46458520641687484,1.6086731256386784,0.0,0.0,0.0,-1.936753405938669,0.0,0.0,0.0,0.3666666666666666,0.15533980582524284,0.05714285714285712,0.0,0.5263157894736844,1.8823529411764706,-0.8146210730018326,0.06562867981739831,0.5900000000000002,0.007751131817771716,-0.6404245974404762
0640055M,Lycée Louis Barthou,Public,Pyrénées-atlantiques,Nouvelle Aquitaine,Pau,"43.2962, -0.36446",CPGE - MPSI,CPGE,MPSI,0.13043478260869565,0.4425335570469799,0.64,-0.6833515434960667,-0.5945945945945946,1.4346789025772388,0.008630738982684467,0.0,-0.20007099302235912,0.15715354964071562,-0.46458520641687484,1.069275825128668,0.0,0.0,0.0,0.09260686807650112,0.0,0.0,0.0,-0.4999999999999999,0.6213592233009707,0.3714285714285714,0.5,-0.15789473684210512,-0.31372549019607837,-0.03806590801646782,-0.3082366637000625,-0.2900000000000001,-1.2995971907346948,-0.8078431430638889
0720896H,Lycée Militaire Prytanee National,Public,Sarthe,Pays-de-la-Loire,La Flèche,"47.7006, -0.07655",CPGE - PCSI,CPGE,PCSI,-0.21739130434782608,0.05327181208053691,-0.08135593220338982,-0.9676796987115245,-0.6216216216216216,0.8061688138427302,-0.47791395716015117,-0.6153846153846154,2.1055761744579136,0.3620758918127469,0.2355890923741201,3.077329290483829,0.0,0.0,0.0,0.39735225718662065,0.0,0.0,0.0,-0.6333333333333332,0.2718446601941748,0.8285714285714287,0.0,-1.3421052631578947,-0.23529411764705882,-0.37182990148753,-0.16064110094691322,-0.6100000000000001,-0.07816302335739111,-0.7225474068878581
0750683K,Lycée Claude Monet,Public,Paris,Ile-de-France,Paris 13e  Arrondissement,"48.8272, 2.36236",CPGE - Lettres,CPGE,Lettres,2.217391304347826,0.6531040268456376,2.4433898305084747,1.35344349217577,0.7567567567567568,0.11708834268266698,0.46164433357658063,0.4615384615384616,-0.45554354504807076,0.011638800946838616,0.23150605940524863,1.8356303950572277,0.0,0.0,0.0,-0.12379193081459029,0.0,0.0,0.75,0.6333333333333332,0.23300970873786406,-0.4000000000000001,0.0,-0.8157894736842104,-0.392156862745098,1.1915370718207452,0.22293658146006906,0.6100000000000002,0.23426721298973158,0.0
0760095R,Lycée Blaise Pascal,Public,Seine-Maritime,Normandie,Rouen,"49.4329, 1.08579",CPGE - PTSI,CPGE,PTSI,0.13043478260869565,0.04991610738255033,-0.12203389830508475,-0.6288513529086419,-0.6486486486486487,2.110010601233806,-0.4734524400615469,1.0,-1.1768091742491238,-0.7966552757981916,0.47252683387699246,0.0,0.0,0.0,0.0,-1.325827249766203,0.0,0.0,0.5,0.4333333333333333,0.5825242718446605,-0.42857142857142866,0.0,0.5789473684210529,-0.15686274509803919,-0.45814134835983766,0.021155808889177508,0.16999999999999996,0.4022407565326504,-0.37819449803839966
0142133T,Lycée Dumont d'Urville Laplace,Public,Calvados,Normandie,Caen,"49.1962, -0.36005",CPGE - PTSI,CPGE,PTSI,-0.6521739130434783,-0.5071308724832215,-0.336271186440678,-0.7506164199929837,-0.32432432432432434,-0.07234337692122919,0.19522339605529065,0.30769230769230765,-0.46686199329200967,-0.17063476178139952,0.16959151493880775,0.0,0.0,0.0,0.0,-0.39485572605207236,0.0,0.0,0.5,0.8999999999999999,0.19417475728155356,-0.5428571428571429,0.0,0.3947368421052632,0.15686274509803924,0.8261130104188409,0.7617861041414458,0.63,0.3365987922655074,-0.8065366438226805
0190010H,Lycée Georges Cabanis,Public,Corrèze,Nouvelle Aquitaine,Brive-la-Gaillarde,"45.1595, 1.52387",CPGE - TSI,CPGE,TSI,-0.9130434782608695,-0.55998322147651,-0.4311864406779661,-1.2314933655374538,-0.7297297297297298,0.777246959663539,0.08461967475500891,0.7692307692307692,-0.8547546981872918,-1.7529821709252273,156.17901029580287,0.0,-1.0,1.0,0.0,0.0,-0.36503067484662577,0.0,2.625,0.6333333333333332,-0.6213592233009707,-0.17142857142857143,0.0,-0.9736842105263156,-0.15686274509803919,0.9232063545166543,0.6795618516835441,0.65,-0.7828643135949878,-0.24840964824507675
0690028F,Lycée De Saint Just,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.757, 4.8213",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608695,0.12541946308724833,0.9871186440677966,0.1457847847735511,0.16216216216216217,0.00019357604061137198,-0.33762577684599754,-0.8461538461538461,0.44028098526861864,0.28263924408200547,-0.24875428375076764,1.422894601942873,0.0,0.0,0.0,0.27921993512880505,0.0,0.0,0.0,0.09999999999999998,0.7766990291262136,-0.17142857142857143,0.0,-0.9736842105263156,-0.47058823529411764,1.0299149488734227,-0.5562536337106615,0.14999999999999994,-0.6171648051470852,0.7284814612645932
0720033V,Lycée Polyvalent Gabriel Touchard - Washington,Public,Sarthe,Pays-de-la-Loire,Le Mans,"47.9956, 0.2032",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,0.13043478260869565,-0.600251677852349,-0.5749152542372882,-0.30281973533829737,-0.4054054054054055,1.1125911915929634,-0.39890278683090175,-0.38461538461538464,0.35515708650992484,-0.2916444953008161,-0.46458520641687484,5.8502465108658415,0.0,0.0,0.0,-0.5748124742358711,0.0,0.0,1.375,0.09999999999999998,-0.07766990291262121,0.1428571428571429,0.0,0.21052631578947387,0.0,0.20434313077679403,3.0055345510983433,0.6100000000000002,0.0036467757926205847,-0.6396691386955599
0442699V,Lycée général privé Externat Chavagnes,Privé sous contrat d'association,Loire-Atlantique,Pays-de-la-Loire,Nantes,"47.218, -1.57311",CPGE - ECG -  - Mathématiques appliquées + HGG,CPGE,ECG - Mathématiques appliquées + HGG,-0.43478260869565216,-0.5457214765100671,-0.31728813559322033,-0.09607551682320854,-0.4054054054054055,1.5306523261766845,-1.3349205947222915,-0.8461538461538461,0.44028098526861864,0.06310978202763681,0.2546414542459839,0.0,0.0,0.0,0.0,-0.047248085028465545,0.0,0.0,1.375,1.0333333333333332,-0.34951456310679596,-0.4571428571428572,0.0,0.42105263157894746,-0.15686274509803919,1.174827731711069,1.3470235325798585,0.67,-0.21199830833974664,-1.1659157752376919
0370035M,Lycée Descartes,Public,Indre-et-Loire,Centre,Tours,"47.3915, 0.68959",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,0.13043478260869565,-0.4240771812080537,-0.14101694915254237,-0.18756834550738485,-0.35135135135135137,1.0646059597707447,-0.3581253266848522,-0.38461538461538464,0.4203133976379027,0.18443362078189077,0.0409368112211591,0.0,0.0,0.0,0.0,0.13317577728743546,0.0,0.0,0.375,0.06666666666666662,0.7766990291262136,-0.22857142857142862,0.0,0.3157894736842105,0.47058823529411764,0.7961060496639958,1.2605962346924393,0.2700000000000001,-0.163883053585419,-0.4955720489152131
0750655E,Lycée Louis Le Grand,Public,Paris,Ile-de-France,Paris  5e  Arrondissement,"48.8478, 2.34486",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,0.13043478260869565,0.9702181208053692,-0.24949152542372882,0.18652265702050264,0.27027027027027023,-0.14786946208511642,-0.03159651040382947,-0.15384615384615388,0.07878583290212708,0.44003358206185617,-0.3498434647390327,0.7564504790793972,0.0,0.0,0.0,0.5132851827880024,0.0,0.0,0.0,-0.6333333333333332,-1.4368932038834952,1.0,9.0,-0.894736842105263,0.7843137254901961,-1.1282318144339327,-0.5250611738544447,-1.0100000000000002,0.23998003286258007,-0.005184520798445858
0753840S,Lycée Stanislas,Privé sous contrat d'association,Paris,Ile-de-France,Paris  6e  Arrondissement,"48.8453, 2.32697",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.13043478260869565,0.3712248322147651,-0.1111864406779661,0.03343430066123829,0.16216216216216217,-0.12097223601804317,-0.7272278381478704,-0.6153846153846154,1.3088432371941283,0.5119740429726267,-0.2927922087794371,0.0,0.0,0.0,0.0,0.6202697288391569,0.0,0.0,0.0,-0.6333333333333332,-1.4757281553398058,1.3714285714285714,6.5,-0.8157894736842104,2.196078431372549,-0.7318380636226778,-0.362492661807391,-0.8500000000000001,0.23928672947995439,-0.010484582346114341
0920919Z,Lycée Notre Dame de Ste Croix,Privé sous contrat d'association,Hauts-de-Seine,Ile-de-France,Neuilly-sur-Seine,"48.882, 2.28066",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.8695652173913043,0.7051174496644296,-0.010847457627118645,0.2146648515557695,0.5405405405405405,-0.49081749854451345,-1.0586335549850345,-0.8461538461538461,0.44028098526861864,0.5936959806349622,-0.46458520641687484,0.0,0.0,0.0,0.0,0.7418005654857254,0.0,0.0,0.0,-0.6333333333333332,-0.4660194174757281,1.3142857142857143,0.5,-0.763157894736842,-0.31372549019607837,-0.7961276010568324,-0.7292408564678377,-0.8300000000000002,0.2494644231369192,-0.024204305670458597
0690028F,Lycée De Saint Just,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.757, 4.8213",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608695,0.4777684563758389,1.2176271186440677,0.27367028166432367,0.48648648648648635,-0.3768240658646053,-0.28682511560344004,-0.8461538461538461,0.44028098526861864,0.36416829115779104,-0.3067510767896448,0.0,0.0,0.0,0.0,0.40046391912558066,0.0,0.0,0.0,-0.1666666666666666,1.1650485436893203,-0.2571428571428572,0.0,-0.9736842105263156,-0.47058823529411764,0.5515352800450866,-0.6887608372886398,-0.39000000000000007,-0.6171648051470852,0.7284814612645932
0782562L,Lycée Hoche,Public,Yvelines,Ile-de-France,Versailles,"48.8058, 2.13676",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608695,2.0113255033557045,0.5559322033898305,0.2857723329211189,0.29729729729729726,-0.09473548758636258,-0.06598080722319424,-0.8461538461538461,0.44028098526861864,0.5646607541882862,-0.246335653535105,0.0,0.0,0.0,0.0,0.6986215187912241,0.0,0.0,0.0,-0.6333333333333332,-0.9320388349514561,1.0,6.25,-0.6315789473684209,-0.47058823529411764,-0.9041696819574225,-0.8831557209334716,-0.93,0.22833253603444345,-0.06683587955025011
0510031G,Lycée CLEMENCEAU,Public,Marne,Grand-Est,Reims,"49.2509, 4.04704",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.8260869565217391,-0.26552013422818793,0.1464406779661017,0.015983895234881446,0.35135135135135137,-0.431644385179421,0.3421837641312368,-0.07692307692307689,0.2644785741472877,0.12725791471815603,-0.10019119665711033,0.0,0.0,0.0,0.0,0.048148285373394786,0.0,0.0,1.25,0.6333333333333332,0.07766990291262142,-0.5142857142857143,1.25,-0.34210526315789475,0.3137254901960785,0.9163954268286997,-0.14744800982122142,0.3300000000000001,0.3517682702773903,0.4991004856414698
0210015C,Lycée Carnot,Public,Côte-d'Or,Bourgogne-Franche-Comté,Dijon,"47.3237, 5.04925",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.5725671140939598,1.6433898305084746,-0.3351740783586977,-0.13513513513513511,0.060400383079382114,0.20587998319794512,-0.23076923076923075,0.5791928986034092,0.23170822299849125,-0.46458520641687484,0.0,0.0,0.0,0.0,0.20347907801503337,0.0,0.0,0.0,-0.19999999999999996,0.31067961165048547,0.2571428571428572,1.25,0.10526315789473693,-0.15686274509803919,0.618121245982214,0.2958133151203606,0.05000000000000005,-0.182685441322267,0.796013547893492
0211033J,Lycée Gustave Eiffel,Public,Côte-d'Or,Bourgogne-Franche-Comté,Dijon,"47.334, 5.06765",CPGE - Prépa ENS Paris-Saclay,CPGE,ENS Cachan D2,0.13043478260869565,0.11703020134228188,0.13830508474576272,0.36820258713560355,-0.08108108108108115,0.8770384299007099,-0.8642653380330695,-0.30769230769230765,-0.5683280219204461,-0.7316209112120198,0.188622413902703,0.0,0.0,0.0,0.0,-1.2291129406709826,0.0,0.0,0.8750000000000001,0.03333333333333336,0.46601941747572834,-0.08571428571428572,0.0,0.18421052631578963,0.07843137254901968,-0.18546104899958268,-0.054432931510824574,0.43,-0.1798290313858438,0.801464701190144
3500005D,Lycée français Descartes,Public,Etranger,,Rabat,"33.99102, -6.84593",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-1.0869565217391304,-0.6824664429530202,-0.7322033898305085,0.5176344745395481,0.8378378378378377,-0.5663014137138926,0.8885518682579718,-0.8461538461538461,0.44028098526861864,0.10729576981577402,5.017520229302249,9.035380722337244,0.0,0.0,0.0,0.018462056183987826,0.0,0.0,0.0,0.03333333333333336,0.3495145631067962,0.19999999999999996,0.0,0.7894736842105264,5.803921568627451,0.4889295303578177,1.5600362667670327,0.05000000000000005,-3.8801222987166994,-2.0274231524404653
0250007X,Lycée Victor Hugo,Public,Doubs,Bourgogne-Franche-Comté,Besançon,"47.2189, 5.97849",CPGE - BCPST,CPGE,BCPST,0.0,-0.11031879194630873,0.46644067796610167,1.1266835881458854,0.6756756756756757,0.058806122191331855,-0.36382062753832517,0.0,-0.5246829058090197,0.01506894274136852,-0.17839640756842873,3.7734768677974566,0.0,0.0,0.0,-0.1186908769968501,0.0,0.0,0.0,0.30000000000000004,0.23300970873786406,-0.17142857142857143,2.0,0.28947368421052655,-0.23529411764705882,0.8560525887500429,0.17662728861929666,0.16999999999999996,-0.21174871912200233,1.0713086397076523
0560051B,Lycée Alain René Lesage,Public,Morbihan,Bretagne,Vannes,"47.6474, -2.7707",CPGE - MP2I,CPGE,MP2I,0.13043478260869565,-0.14639261744966442,0.03254237288135593,-1.1110010909366128,-0.48648648648648657,-0.26647621578951214,0.1825079817779871,0.07692307692307689,-0.18179661660594756,0.0147027501408826,-0.16337062203670322,1.9857979609532403,0.0,0.0,0.0,-0.11923545161639376,0.0,0.0,0.0,-0.36666666666666664,0.6601941747572815,0.22857142857142856,0.5,-0.13157894736842088,-0.31372549019607837,0.1559153442533991,0.32702024772204313,-0.16999999999999996,-0.09291651933969947,-1.5207117902668772
0290007A,Lycée La Pérouse - Kerichen,Public,Finistère,Bretagne,Brest,"48.4059, -4.48107",CPGE - MPSI,CPGE,MPSI,2.217391304347826,0.35109060402684567,0.6210169491525424,-0.7006321601973897,-0.48648648648648657,0.6818829389736515,-0.21791238789308526,-0.30769230769230765,0.3169083758409802,0.27670785023819655,-0.28987221448531636,0.0,0.0,0.0,0.0,0.2703992037935196,0.0,0.0,0.0,-0.5333333333333332,0.23300970873786406,0.6571428571428573,1.0,0.6578947368421053,0.0,-0.08022205317879477,0.5473206261165364,-0.3100000000000001,0.11743172694939596,-2.0274231524404653
0540038Y,Lycée Henri Poincaré,Public,Meurthe-et-Moselle,Grand-Est,Nancy,"48.6915, 6.17955",CPGE - PCSI,CPGE,PCSI,2.217391304347826,1.0096476510067114,1.1986440677966101,-0.32730903967248487,0.027027027027027053,-0.2852931440490244,-0.2843642167502149,0.07692307692307689,-0.5547927536306022,0.09277674602059867,-0.24001101924585933,0.0,0.0,0.0,0.0,-0.003129564861634227,0.0,0.0,0.0,-0.5999999999999999,-0.9320388349514561,1.4285714285714286,2.25,-0.15789473684210512,0.0,-0.21706535761412735,-0.0231854854978356,-0.39000000000000007,0.19663470538072667,1.1308743398068246
0590072H,Lycée De L'Europe,Public,Nord,Hauts-de-France,Dunkerque,"51.0204, 2.35485",CPGE - PTSI,CPGE,PTSI,0.13043478260869565,-0.548238255033557,-0.656271186440678,-0.6644659159556114,-0.5945945945945946,1.4885927297282302,-0.6915410302319642,0.5384615384615384,-1.1359838735796528,-1.1736568606598636,1.7121331283539536,0.0,0.0,0.0,0.0,-1.8864761934394738,0.0,0.0,6.875,0.26666666666666666,-0.8932038834951456,-0.6571428571428573,0.0,0.3157894736842105,4.549019607843138,-0.49082302795208393,2.2661108297933428,0.7100000000000001,0.7296186138092164,-0.0022249000683616784
0540038Y,Lycée Henri Poincaré,Public,Meurthe-et-Moselle,Grand-Est,Nancy,"48.6915, 6.17955",CPGE - MPSI,CPGE,MPSI,2.217391304347826,1.269714765100671,0.33084745762711865,-0.6831381040144899,-0.3783783783783784,0.23748742455101182,-0.2015894137546761,-0.23076923076923075,0.09088631867140913,0.25050823194701205,0.027426649600996243,0.0,0.0,0.0,0.0,0.23143706435056458,0.0,0.0,0.0,-0.6333333333333332,-1.3980582524271843,1.2571428571428573,6.75,0.026315789473684233,-0.07843137254901957,-0.9187075841066725,-0.15007703510840018,-0.8100000000000002,0.19663470538072667,1.1308743398068246
