Code UAI de l'établissement,Établissement,"Statut de l’établissement de la filière de formation (public, privé…)",Département de l’établissement,Région de l’établissement,Commune de l’établissement,Coordonnées GPS de la formation,Filière de formation,Filière de formation très agrégée,Filière de formation détaillée bis,Capacité de l’établissement par formation,Effectif total des candidats en phase principale,Rang du dernier appelé du groupe 1,f_ratio_candidats,f_ratio_admis,f_selectivity_candidats,b_ratio_candidats,b_ratio_admis,b_selectivity_candidats,gen_candidats_ratio,tech_candidats_ratio,prof_candidats_ratio,gen_admis_ratio,tech_admis_ratio,prof_admis_ratio,gen_selectivity_candidats,tech_selectivity_candidats,prof_selectivity_candidats,sans_mention_ratio,assez_bien_mention_ratio,bien_mention_ratio,tres_bien_mention_ratio,tres_bien_avec_felicitation_mention_ratio,meme_academie_ratio,meme_etablissement_ratio,last_call_rank_ratio,pressure_ratio,taux_acces_ratio,longitude,latitude,cluster
9720003W,Lycée Bellevue,Public,Martinique,Martinique,Fort-de-France,"14.6039, -61.0833",CPGE - MPSI,CPGE,MPSI,0.0,-0.6086409395973155,-0.4311864406779661,-0.4927746558808947,-0.3783783783783784,0.6070272225406914,1.5982870205244273,0.4615384615384616,0.1854632120025864,0.1487396264850478,1.3764203503544723,0.0,0.0,0.0,0.0,0.0800943022974896,0.0,0.0,2.875,0.5,-0.58252427184466,-0.1714285714285714,0.0,0.7105263157894737,0.627450980392157,1.1414886037097485,2.8939490322507093,0.67,-8.795968024848003,-2.0274231524404653,0
0060030A,Lycée Masséna,Public,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Nice,"43.6991, 7.2757",CPGE - Lettres,CPGE,Lettres,2.217391304347826,0.0809563758389261,0.951864406779661,1.0919292101236877,1.189189189189189,-0.5032772628715522,0.4456322000846833,-0.0769230769230768,0.363655694858742,-0.1943844898672647,0.6670420624242287,5.968324880809923,-0.01,0.01,0.0,-0.4067621302745567,-0.5412844036697247,0.0,0.125,-0.0333333333333333,-0.1553398058252426,0.5142857142857142,0.5,0.3421052631578947,0.3137254901960785,0.8327417813243656,1.019003464384288,0.65,-1.1878644175904938,1.455617909704904,0
0750663N,Lycée Chaptal,Public,Paris,Ile-de-France,Paris  8e  Arrondissement,"48.8817, 2.31967","CPGE - TSI - (en 3 ans, destinée aux bacs professionnels)",CPGE,TSI,-0.6521739130434783,-0.7965604026845637,-0.9355932203389832,-0.7611832206324883,-0.810810810810811,4.341668895829691,10.2274055963109,3.692307692307692,0.2826324197527669,-1.7529821709252271,-0.4645852064168748,1552.4426877470355,-1.0,0.0,1.0,0.0,0.0,-0.0454545454545454,0.625,-0.0333333333333333,0.0,0.3714285714285714,0.0,-0.763157894736842,-0.4705882352941176,-1.1198687045942366,14.962894325794124,0.3500000000000001,0.2493812267310051,-0.0126472681648942,0
0540038Y,Lycée Henri Poincaré,Public,Meurthe-et-Moselle,Grand-Est,Nancy,"48.6915, 6.17955",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-0.9130434782608696,-0.2596476510067114,0.1383050847457627,-0.0971354982804675,-0.4864864864864865,2.0765586595915515,-0.0921696130712489,0.0769230769230768,-0.4012435704596356,-0.327536999614398,-0.4645852064168748,0.0,0.0,0.0,0.0,-0.628189158677613,0.0,0.0,0.0,1.333333333333333,0.0,-0.6571428571428573,0.0,0.3157894736842105,0.0,0.8846263786518388,-0.2253467816175728,0.6100000000000002,0.1966347053807266,1.1308743398068246,0
0951399E,Lycée Alfred Kastler,Public,Val-d'oise,Ile-de-France,Cergy,"49.0338, 2.08609",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-1.0434782608695652,-0.3729026845637584,-0.2576271186440678,0.114073152702471,0.2432432432432431,-0.1761208021143588,0.8468967829854193,0.6923076923076924,-0.4497029205575716,-0.2595574981509904,-0.0152323018497335,2.9624199089630308,0.0,0.0,0.0,-0.5270950592963618,0.0,0.0,1.875,1.6999999999999995,-1.0097087378640777,-0.6571428571428573,0.0,0.3947368421052632,0.3137254901960785,0.4092911735006603,-0.1510496308020722,0.3100000000000001,0.2915618045300446,-0.0818472891992358,0
0750699C,Lycée Janson De Sailly,Public,Paris,Ile-de-France,Paris 16e  Arrondissement,"48.8655, 2.27947",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,0.1304347826086956,2.348573825503356,1.7084745762711864,0.2849152775734268,0.2702702702702702,-0.0504189533847595,-0.2054075330746887,-0.1538461538461538,-0.1063635940942746,0.5228514134694611,-0.3345062480159465,0.0,0.0,0.0,0.0,0.6364457517628551,0.0,0.0,0.0,-0.3999999999999999,-0.5436893203883494,1.085714285714286,1.25,-1.5526315789473684,-0.4705882352941176,-0.5369628383206856,-0.7521740008675274,-0.7900000000000001,0.2448886208115799,-0.0245568530847527,0
0800009A,Lycée Louis Thuillier,Public,Somme,Hauts-de-France,Amiens,"49.8758, 2.29689",CPGE - MP2I,CPGE,MP2I,0.1304347826086956,0.638003355704698,0.3010169491525423,-0.746653568533083,-0.8648648648648649,6.342262082660233,-0.3610260513882266,0.3846153846153846,-0.8739694347374983,-0.7998533145408068,0.2386495273555327,0.0,0.0,0.0,0.0,-1.3305831370485637,0.0,0.0,0.375,0.6333333333333332,0.3883495145631069,-0.4285714285714286,0.0,-0.4210526315789472,-0.4705882352941176,-0.5413746850370589,-0.4066882051794861,0.01,0.5250663837988857,-0.0193960329528144,0
0300021K,Lycée Alphonse DAUDET,Public,Gard,Occitanie,Nîmes,"43.8358, 4.35761",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,-0.0750838926174496,0.135593220338983,0.7716095280173382,0.6756756756756757,-0.2104444501549418,0.0340696765608309,0.9230769230769232,-0.9447823152952888,-0.6499249913961815,0.6269844599873754,5.397240696971362,0.0,0.0,0.0,-1.1076207958462552,0.0,0.0,1.7500000000000002,0.2333333333333333,0.0776699029126214,-0.2571428571428572,0.75,0.0263157894736842,0.627450980392157,0.1664998997193268,0.1976030487689777,0.65,-1.14995458862844,0.5911094356056596,0
0593225K,Lycée Prive De Marcq,Privé sous contrat d'association,Nord,Hauts-de-France,Marcq-en-Baroeul,"50.6809, 3.10756",CPGE - ENS Rennes D1,CPGE,ENS Rennes D1,-0.9130434782608696,-0.5289429530201343,-0.4067796610169492,1.1321312891027342,0.4864864864864863,0.3540850542742928,-0.7524224296042032,-0.6153846153846154,1.2283288238985697,0.322534539818865,1.5742143357927163,0.0,0.0,0.0,0.0,0.338549275668872,0.0,0.0,0.375,-0.0666666666666666,0.854368932038835,-0.1714285714285714,0.0,-0.7105263157894736,-0.2352941176470588,0.7699673681925793,0.5033346659748728,0.07,0.7296186138092164,0.2207717085143903,0
0750698B,Lycée Claude Bernard,Public,Paris,Ile-de-France,Paris 16e  Arrondissement,"48.8424, 2.25496",CPGE - MP2I,CPGE,MP2I,0.1304347826086956,0.5591442953020134,0.8867796610169492,-0.9347645639810334,-0.7567567567567568,2.3668450864746684,1.31277413944161,-0.1538461538461538,1.5108552820360623,0.0031412997105019,0.4270825451759946,0.9797400783257252,0.0,0.0,0.0,-0.1364287877491904,0.0,0.0,0.0,-0.0333333333333333,0.6990291262135921,0.0,0.0,-1.1315789473684208,-0.4705882352941176,0.0599926799049736,-0.3702953961110774,-0.39,0.2384824975561057,-0.0318181447858905,0
0440069L,LGT Aristide Briand,Public,Loire-Atlantique,Pays-de-la-Loire,Saint-Nazaire,"47.2735, -2.23314",CPGE - TSI,CPGE,TSI,0.0,-0.460989932885906,-0.2766101694915254,-1.2814743968052809,-0.7837837837837839,1.1517021427654,0.7512026681700956,1.923076923076923,-1.007656082430877,-1.7529821709252271,166.2210530417997,0.0,-1.0,1.0,0.0,0.0,-0.3243243243243243,0.0,0.8750000000000001,1.1666666666666663,-0.1941747572815533,-0.6571428571428573,1.0,-0.0526315789473681,2.9019607843137254,0.5920904134681507,1.330831686231171,0.5100000000000001,-0.1966069732454241,-1.3614551616718746,0
0450051L,Lycée BENJAMIN FRANKLIN,Public,Loiret,Centre,Orléans,"47.9111, 1.91183",CPGE - PTSI,CPGE,PTSI,0.1304347826086956,-0.3351510067114094,-0.1003389830508474,-0.6241670390069128,-0.4054054054054055,0.4627891350613751,-0.552425562101196,0.5384615384615384,-1.0618886038581132,-0.6835710552586088,1.1966588650131624,0.0,0.0,0.0,0.0,-1.157656739780429,0.0,0.0,0.75,1.5333333333333332,-1.1262135922330097,-0.1428571428571429,0.0,0.1578947368421054,1.4117647058823528,0.4749095021665144,0.8483800866417006,0.5700000000000002,-0.0197868785401803,-0.1334732660185029,0
0450782F,Lycée Voltaire,Public,Loiret,Centre,Orléans,"47.837, 1.93934",CPGE - ECT - Option technologique,CPGE,ECT - Option technologique,-0.217391304347826,-0.5062919463087249,-0.4691525423728813,0.6954041871101663,1.108108108108108,-0.6761522628257618,3.206130953257244,2.846153846153846,-0.6773553619517215,-1.7529821709252271,174.75193852752895,0.0,-1.0,1.0,0.0,0.0,-0.2897435897435897,0.0,1.5,0.6333333333333332,-0.233009708737864,-0.2285714285714286,0.0,0.736842105263158,-0.0784313725490195,0.1899793907709502,1.3593127287829647,0.0900000000000001,-0.0403363908012491,-0.1253231993233458,0
0491966W,Lycée général et technologique Henri Bergson,Public,Maine-et-Loire,Pays-de-la-Loire,Angers,"47.4716, -0.5921",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,1.0398489932885906,0.1220338983050847,0.3281966667747952,0.6756756756756757,-0.5466818160499082,-1.1549777008442466,-0.2307692307692307,-1.051643101446165,-1.3097321518529597,-0.4645852064168748,0.7283334214154518,0.0,0.0,0.0,-2.08883732753241,0.0,0.0,2.625,0.7666666666666665,-0.7766990291262135,-0.1714285714285714,0.0,0.2368421052631581,0.4705882352941176,-0.8900403853153718,-0.5445495795477842,0.6100000000000002,-0.1416696132060434,-0.8752833896100722,0
0510031G,Lycée CLEMENCEAU,Public,Marne,Grand-Est,Reims,"49.2509, 4.04704",CPGE - MPSI,CPGE,MPSI,1.5217391304347827,0.2244127516778523,0.0433898305084745,-0.8002996563067206,-0.6756756756756757,1.8312479206864625,-0.0461369019559937,0.1538461538461538,-0.4631815772827874,-0.048428854182907,-0.2689509918194438,0.0,0.0,0.0,0.0,-0.213120116025745,0.0,0.0,0.0,-0.5999999999999999,-0.1553398058252426,1.0,1.0,0.1842105263157896,0.3137254901960785,-0.5495809876841905,0.440536946670323,-0.47,0.3517682702773903,0.4991004856414698,0
0540042C,Lycée Henri Loritz,Public,Meurthe-et-Moselle,Grand-Est,Nancy,"48.6902, 6.1917",CPGE - PTSI,CPGE,PTSI,0.0,-0.3024328859060403,-0.2657627118644067,-1.0800218233725711,-0.4594594594594595,-0.2909268374101937,-0.1384983960416542,-0.4615384615384615,1.2550450823085508,0.0129075386435236,-0.0748620711761788,0.0,0.0,0.0,0.0,-0.1219051577133421,0.0,0.0,0.0,-0.5666666666666667,0.854368932038835,0.2857142857142857,0.5,-0.3684210526315787,1.7254901960784317,-0.0340308103040433,0.620155434879548,-0.1499999999999999,0.1962741876217614,1.1344738785326027,0
0570054Z,Lycée Fabert,Public,Moselle,Grand-Est,Metz,"49.1227, 6.1718",CPGE - PCSI,CPGE,PCSI,1.6956521739130437,1.1178691275167785,1.4454237288135594,-0.2681370296582553,-0.4324324324324324,1.334487310445074,-0.7628693854948376,-0.5384615384615385,0.484268052774976,-0.7315041276209181,-0.1464062580840796,0.0,0.0,0.0,0.0,-1.2289392687300185,0.0,0.0,0.0,-0.1333333333333333,0.3883495145631069,0.1714285714285713,1.25,0.2894736842105265,1.568627450980392,-0.1089891095909807,-0.2012566869108819,0.2700000000000001,0.3162156728162688,1.128578337738942,0
0670080Y,Lycée Kléber,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5942, 7.75706",CPGE - PCSI,CPGE,PCSI,4.304347826086956,1.078439597315436,2.2535593220338983,-0.1789696607983191,-0.027027027027027,0.0106048689548562,-0.1520105963079876,-0.1538461538461538,-0.0494833566168197,0.0976685925936031,-0.356338280305703,0.7136325274333936,0.0,0.0,0.0,0.004145228465224,0.0,0.0,0.0,-0.5333333333333332,-0.1941747572815533,0.9142857142857144,0.75,-0.0789473684210524,-0.3137254901960783,0.3564651788750452,0.434522404591339,-0.03,0.1696513377288768,1.5968975827542102,0
0671636P,Lycée ORT STRASBOURG,Privé sous contrat d'association,Bas-Rhin,Grand-Est,Strasbourg,"48.5906, 7.7508",CPGE - MPSI,CPGE,MPSI,-0.6521739130434783,-0.4777684563758389,-0.4067796610169492,-0.320081598182228,-0.5405405405405406,1.9686132895999615,-0.5736988138096526,-0.8461538461538461,0.4402809852686186,-0.4231983072087997,0.6990692492782221,0.0,0.0,0.0,0.0,-0.7704495979086147,0.0,0.0,1.625,-0.6333333333333332,0.4660194174757283,0.1142857142857143,1.7500000000000002,-0.6052631578947368,-0.4705882352941176,0.3710819349007305,0.6122803161913151,0.41,0.1686529808578932,1.5963702429244255,0
0750652B,Lycée Charlemagne,Public,Paris,Ile-de-France,Paris  4e  Arrondissement,"48.8544, 2.36049",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,2.093540268456376,1.7952542372881355,-0.2370344742419596,0.3513513513513513,-0.6677826523812966,0.8882397493288935,-0.3076923076923076,1.8318796204503145,0.4628665724084727,-0.4645852064168748,0.93228347951889,0.0,0.0,0.0,0.5472407215251395,0.0,0.0,0.0,-0.5666666666666667,-0.233009708737864,0.9714285714285714,1.7500000000000002,-0.6315789473684209,0.0784313725490196,-0.4067549791862407,-0.7262790450772922,-0.7700000000000001,0.2418103537927149,-0.0005540030796056,0
0750672Y,Esaa Duperré,Public,Paris,Ile-de-France,Paris  3e  Arrondissement,"48.8651, 2.36204",CPGE - Ecole normale supérieure Paris Saclay – arts et design,CPGE,Ecole normale supérieure Paris Saclay – arts et design,-0.9130434782608696,-0.1958892617449664,-0.8108474576271186,1.5158093766451646,1.4054054054054057,-0.4358623438442156,0.6401873372720002,0.6153846153846154,-0.4909497774757896,-0.3372559439642447,32.319847958508674,79.17846790890269,-0.38,0.38,0.0,0.647741685856773,-0.6502770083102494,0.0,0.0,-0.2999999999999999,0.0776699029126214,0.5714285714285714,1.25,-1.0789473684210529,-0.4705882352941176,-1.2807485280894422,-0.3077490761584007,-1.0300000000000002,0.2447776922703611,-9.480266602885256e-05,0
0750675B,Lycée Voltaire,Public,Paris,Ile-de-France,Paris 11e  Arrondissement,"48.8636, 2.38464",CPGE - PTSI,CPGE,PTSI,0.0,0.3863255033557047,1.3559322033898304,-0.815744684979949,-0.3513513513513513,-0.1079292407918043,1.5381469207859826,0.9230769230769232,-0.3178366968458088,0.1909849465333074,1.2320774112403503,1.118547819821667,0.0,0.0,0.0,0.1429184256201711,0.0,0.0,1.125,0.5,0.3883495145631069,-0.4857142857142857,0.0,-1.4736842105263157,-0.4705882352941176,0.7982186804707786,-0.3225406847382881,-0.2900000000000001,0.2443617102407844,0.0066006356222499,0
0750685M,Lycée Pierre-Gilles de Gennes - ENCPB,Public,Paris,Ile-de-France,Paris 13e  Arrondissement,"48.8366, 2.35634",CPGE - TB,CPGE,TB,-0.6521739130434783,-0.6044463087248322,-0.5261016949152543,0.953777558175537,0.6216216216216216,-0.0001935760406113,1.5387504755813477,0.8461538461538461,-0.2571227047614001,-1.7529821709252271,215.50627179416617,0.0,-1.0,1.0,0.0,0.0,-0.1245421245421245,0.0,0.0,-0.2333333333333333,0.4660194174757283,0.3142857142857143,0.0,-1.263157894736842,0.4705882352941176,0.7863544141304663,1.5313614756264515,0.1499999999999999,0.2368740337084104,-0.0017834751546653,0
0750698B,Lycée Claude Bernard,Public,Paris,Ile-de-France,Paris 16e  Arrondissement,"48.8424, 2.25496",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,0.5675335570469798,1.2447457627118643,-0.2290353439717208,-0.4594594594594595,1.5863038373677494,1.1776431486824532,0.0,0.818787812433465,0.1371100164884459,-0.1691423985038682,0.9738733712698824,0.0,0.0,0.0,0.0627996042862881,0.0,0.0,0.0,0.0999999999999999,0.7378640776699029,-0.1428571428571429,0.0,-1.1315789473684208,-0.4705882352941176,0.3792207109542539,-0.3743617094698485,-0.5100000000000001,0.2384824975561057,-0.0318181447858905,0
0800009A,Lycée Louis Thuillier,Public,Somme,Hauts-de-France,Amiens,"49.8758, 2.29689",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,0.0910234899328859,-0.2928813559322034,0.5618559705451406,1.162162162162162,-0.7949885916735303,-0.5456380096106219,0.3846153846153846,-0.9845878451117736,-1.0112144642242942,-0.4645852064168748,2.951667023631041,0.0,0.0,0.0,-1.6449038456659946,0.0,0.0,0.25,-0.0999999999999999,0.233009708737864,0.1142857142857143,2.25,0.736842105263158,0.0784313725490196,-0.7466522463310986,-0.0264446913466088,0.2700000000000001,0.5250663837988857,-0.0193960329528144,0
0890003V,Lycée Jacques Amyot,Public,Yonne,Bourgogne-Franche-Comté,Auxerre,"47.7994, 3.57091",CPGE - PCSI,CPGE,PCSI,-0.9130434782608696,-0.5583053691275168,-0.6047457627118644,-0.0781909738098795,0.4864864864864863,-0.6764050583863526,-0.0587747574352365,-0.2307692307692307,0.2620337395895457,-0.6645394195501346,0.2875329173860537,0.0,0.0,0.0,0.0,-1.1293542952157845,0.0,0.0,2.125,0.7666666666666665,-0.3106796116504853,-0.4285714285714286,0.0,-1.1842105263157894,0.8627450980392157,0.0953856292683984,0.669019585959706,0.49,-0.0507636736759646,0.3580430063406687,0
0920145H,Lycée Lakanal,Public,Hauts-de-Seine,Ile-de-France,Sceaux,"48.7773, 2.30778",CPGE - BCPST,CPGE,BCPST,2.217391304347826,1.2000838926174495,2.8827118644067795,1.094639912672334,0.8378378378378377,-0.1662649962768043,-0.0261219242650022,-0.6153846153846154,3.549369002899179,-0.026239032861179,0.2478171088684072,0.6709441130448448,0.0,0.0,0.0,-0.1801210508125571,0.0,0.0,0.0,-0.2999999999999999,0.5825242718446605,0.2571428571428572,0.5,-0.0263157894736842,0.2352941176470588,0.720832595675601,-0.1192844223075962,-0.0900000000000001,0.2204288774724927,-0.0161697797245241,0
0930117X,Lycée Le Corbusier,Public,Seine-Saint-Denis,Ile-de-France,Aubervilliers,"48.9145, 2.39057",CPGE - PTSI,CPGE,PTSI,-1.3043478260869563,-0.5734060402684564,-0.6698305084745763,-0.2148864448608395,-0.5135135135135135,2.0100510341033355,3.8276348664517625,4.538461538461538,-0.8972187555148389,-0.1009706410072221,5.901730783450494,0.0,0.0,0.0,0.0,-0.2912563851148176,0.0,0.0,2.5,1.6999999999999995,-1.5922330097087378,-0.3714285714285714,0.0,0.0,1.8823529411764703,-0.0080578560751889,0.0869844960775008,-0.21,0.2584773671110744,0.0083574475270944,0
0931585T,Lycée Andre Boulloche,Public,Seine-Saint-Denis,Ile-de-France,Livry-Gargan,"48.9126, 2.51968",CPGE - ENS Rennes D1,CPGE,ENS Rennes D1,-0.4347826086956521,0.3955536912751677,0.5396610169491526,0.6753823423496531,1.0,-0.6030592182016582,0.4883909003763999,0.4615384615384616,-0.4404598866183241,-0.6840973151932969,4.923968942003287,3.330447501748881,0.0,0.0,0.0,-1.158439354730413,0.0,0.0,0.5,1.0333333333333332,0.1941747572815535,-0.6571428571428573,0.0,-0.6315789473684209,0.8627450980392157,-0.0468413012299091,-0.4883029092478599,0.23,0.2579504565402768,0.0466073606863714,0
0290007A,Lycée La Pérouse - Kerichen,Public,Finistère,Bretagne,Brest,"48.4059, -4.48107",CPGE - PCSI,CPGE,PCSI,2.217391304347826,0.3175335570469799,0.7457627118644068,-0.4552935964931753,-0.1621621621621621,-0.0444862688875015,-0.3030854441245967,-0.2307692307692307,-0.0307453421042664,0.0649043392934005,0.0748347890802692,0.0,0.0,0.0,0.0,-0.0445793518564795,0.0,0.0,0.0,0.0333333333333333,0.4271844660194176,0.1142857142857143,0.25,0.7631578947368421,0.0784313725490196,0.1034911605708136,0.5938713652752066,-0.07,0.1174317269493959,-2.0274231524404653,0
9730001N,Lycée Félix EBOUE,Public,Guyane,Guyane,Cayenne,"4.92733, -52.3177",CPGE - Lettres,CPGE,Lettres,-0.9130434782608696,-0.7554530201342282,-0.8922033898305085,1.6034508816153437,0.8378378378378377,0.1864923673753105,5.373288076657262,0.6923076923076924,1.720046924291639,0.179659522728849,-0.4645852064168748,52.4635009684098,0.0,0.0,0.0,0.1260760908725558,0.0,0.0,1.25,1.0333333333333332,-0.4271844660194174,-0.3714285714285714,0.0,0.7894736842105264,0.3137254901960785,-0.3841564187812478,5.011186129525365,0.03,-8.795968024848003,-2.0274231524404653,0
0580753D,Lycée Alain Colas,Public,Nièvre,Bourgogne-Franche-Comté,Nevers,"46.9831, 3.1294",CPGE - Ecole normale supérieure Paris Saclay – arts et design,CPGE,Ecole normale supérieure Paris Saclay – arts et design,-1.3043478260869563,-0.5415268456375839,-0.5776271186440678,0.9290767440761176,0.9189189189189187,-0.3643422532932968,-0.4632890271882176,0.9230769230769232,-1.1520967077644175,-0.6351173840195039,34.98006200728435,23.36736393707908,-0.15,0.15,0.0,-0.7922342427373814,-0.0421455938697318,0.0,1.875,0.6333333333333332,-1.0097087378640777,0.2285714285714285,0.0,-1.2368421052631575,-0.4705882352941176,0.2256914148348988,-0.0371001604682675,-0.1100000000000001,-0.2771410941713989,0.2272419904708509,0
0130003H,Lycée Vauvenargues,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Aix-en-Provence,"43.5297, 5.44743",CPGE - PTSI,CPGE,PTSI,2.217391304347826,0.2906879194630872,0.5233898305084745,-0.9651737298436992,-0.4324324324324324,-0.1362850914557305,-0.0758210867300368,-0.3076923076923076,0.5115147307242822,0.2240735334355997,1.0082192390002032,0.0,0.0,0.0,0.0,0.1921253309471557,0.0,0.0,0.125,-0.5999999999999999,0.7766990291262136,0.3142857142857143,0.5,-0.2105263157894736,0.1568627450980392,-0.1108033322941949,0.633112943598814,-0.3100000000000001,-1.2348426547973144,0.9139776902663588,0
0050006E,Lycée Dominique Villars,Public,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Gap,"44.5613, 6.07589",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608696,-0.3032718120805369,-0.4067796610169492,0.2020492081055356,0.4594594594594596,-0.4044100390434897,-0.4807178244806556,-0.8461538461538461,0.4402809852686186,-0.8647444721164655,-0.0742454206457347,0.0,0.0,0.0,0.0,-1.4270844792428614,0.0,0.0,0.8750000000000001,0.4666666666666666,-0.0388349514563104,-0.0857142857142857,0.0,0.2631578947368423,0.0784313725490196,-0.2358083193413579,-0.1575474253498029,0.63,-0.9487579469900232,1.100164201180145,0
0690026D,Lycée du Parc,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 6e  Arrondissement,"45.7714, 4.85831",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,0.1304347826086956,0.7378355704697986,1.2501694915254238,0.0769344477520373,0.6756756756756757,-0.7372124795863552,-0.2453935317658262,-0.4615384615384615,1.0500820651015172,0.4646460422488738,-0.4645852064168748,0.0,0.0,0.0,0.0,0.5498870177912026,0.0,0.0,0.0,-0.6333333333333332,-0.4271844660194174,1.2285714285714289,1.25,-1.1842105263157894,-0.0784313725490195,0.1699083923443359,-0.4475206136683903,-0.47,-0.6131713776631528,0.739445982107478,0
0750683K,Lycée Claude Monet,Public,Paris,Ile-de-France,Paris 13e  Arrondissement,"48.8272, 2.36236",CPGE - ECG - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,0.1304347826086956,1.4173657718120805,1.4535593220338985,0.2318904535721101,0.2702702702702702,-0.1029360633431815,0.9777107401429268,0.4615384615384616,-0.1645092055018751,0.5274499696040582,-0.1887431513210561,0.0,0.0,0.0,0.0,0.643284385187248,0.0,0.0,0.25,-0.0333333333333333,0.8155339805825244,-0.1428571428571429,0.0,-1.4473684210526314,-0.4705882352941176,-0.2459305346920848,-0.629219376925768,-0.5500000000000002,0.2342672129897315,0.0,0
0750704H,Lycée Carnot,Public,Paris,Ile-de-France,Paris 17e  Arrondissement,"48.8839, 2.30755",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,0.1304347826086956,1.4014261744966443,2.6359322033898307,0.0440954414214279,-0.0810810810810811,0.4401165753271543,0.3342497393319003,0.6153846153846154,-0.6453211688154072,0.3431577185822205,-0.1867758093365138,0.6104986974552191,0.0,0.0,0.0,0.3692185456484735,0.0,0.0,0.0,0.3,0.8155339805825244,-0.3428571428571429,0.0,-0.6052631578947368,-0.4705882352941176,0.4451643072201007,-0.6262228091134926,-0.25,0.2499913337077167,-0.0162379191407325,0
0690519P,Lycée Notre Dame Des Minimes,Privé sous contrat d'association,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.7593, 4.78912",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-1.2173913043478262,0.2470637583892617,0.1410169491525423,0.115486307920591,0.8378378378378377,-0.8451097250770152,-0.4856408938457275,-0.4615384615384615,0.5894266398164142,0.4874055390373323,-0.2730520196099179,0.0,0.0,0.0,0.0,0.5837332623306423,0.0,0.0,0.0,0.1999999999999999,0.7378640776699029,-0.2285714285714286,0.0,-0.6578947368421051,-0.0784313725490195,-0.2513997999023622,-0.7394014684464181,-0.5900000000000001,-0.6165269660350667,0.7189478681620799,0
0670080Y,Lycée Kléber,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5942, 7.75706",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-0.9130434782608696,0.0037751677852348,0.3986440677966101,0.1441120715910022,-0.027027027027027,0.4232212534629876,-0.1466002551068671,-0.8461538461538461,0.4402809852686186,0.1737969233616549,-0.2173960835638081,0.0,0.0,0.0,0.0,0.117357665607572,0.0,0.0,0.0,-0.4999999999999999,1.6310679611650485,-0.3142857142857143,0.0,-0.0789473684210524,-0.4705882352941176,0.505618702192756,-0.4846085099324023,-0.1499999999999999,0.1696513377288768,1.5968975827542102,0
0783351U,Lycée Notre Dame du Grandchamp,Privé sous contrat d'association,Yvelines,Ile-de-France,Versailles,"48.7934, 2.12398",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + HGG,-1.1304347826086956,0.923238255033557,-0.1464406779661017,0.2513231759645282,0.7837837837837839,-0.7051430459216934,-1.0283493399271202,-0.8461538461538461,0.4402809852686186,0.6045038845182927,-0.4645852064168748,0.0,0.0,0.0,0.0,0.7578732827867278,0.0,0.0,0.0,-0.6333333333333332,-1.1650485436893203,1.7428571428571429,1.25,-1.2894736842105263,-0.4705882352941176,-0.9825708497208072,-0.836280698879442,-0.99,0.2248937512566112,-0.0706220610247723,0
0920801W,Lycée Alexandre Dumas,Public,Hauts-de-Seine,Ile-de-France,Saint-Cloud,"48.8493, 2.2153",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.9130434782608696,-0.0230704697986577,0.7403389830508474,-0.1080160194049786,-0.3513513513513513,1.2130959565764523,0.7374921224647842,1.076923076923077,-0.7312689388604426,0.1076356086796287,0.3015475408109529,0.0,0.0,0.0,0.0,0.0189674394706632,0.0,0.0,3.625,1.2999999999999996,-1.1262135922330097,-0.6571428571428573,0.0,0.2368421052631581,-0.1568627450980391,1.118263342398495,-0.4659000638175054,0.3500000000000001,0.2403960148921567,-0.0435677502068254,0
