Code UAI de l'établissement,Établissement,"Statut de l’établissement de la filière de formation (public, privé…)",Département de l’établissement,Région de l’établissement,Commune de l’établissement,Coordonnées GPS de la formation,Filière de formation,Filière de formation très agrégée,Filière de formation détaillée bis,Capacité de l’établissement par formation,Effectif total des candidats en phase principale,Rang du dernier appelé du groupe 1,f_ratio_candidats,f_ratio_admis,f_selectivity_candidats,b_ratio_candidats,b_ratio_admis,b_selectivity_candidats,gen_candidats_ratio,tech_candidats_ratio,prof_candidats_ratio,gen_admis_ratio,tech_admis_ratio,prof_admis_ratio,gen_selectivity_candidats,tech_selectivity_candidats,prof_selectivity_candidats,sans_mention_ratio,assez_bien_mention_ratio,bien_mention_ratio,tres_bien_mention_ratio,tres_bien_avec_felicitation_mention_ratio,meme_academie_ratio,meme_etablissement_ratio,last_call_rank_ratio,pressure_ratio,taux_acces_ratio,longitude,latitude,cluster
0420041S,Lycée Claude Fauriel,Public,Loire,Auvergne-Rhône-Alpes,Saint-Etienne,"45.438, 4.39398",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.3720637583892617,1.087457627118644,0.9665364808674596,0.4054054054054055,0.353146545144041,0.1360396463032065,0.2307692307692308,-0.4230409037561303,-0.1938028825109654,0.2221085851137043,1.1317804662635378,0.0,0.0,0.0,-0.4293096459704512,0.0,0.0,0.0,0.4666666666666666,0.4271844660194176,-0.2571428571428572,0.0,-0.4736842105263156,-0.0784313725490195,0.5309457108768488,-0.2649136453845675,-0.1100000000000001,-0.7056303167703154,0.6018843511164867,0
0340040J,Lycée Jules Guesde,Public,Hérault,Occitanie,Montpellier,"43.6113, 3.84792",CPGE - Lettres,CPGE,Lettres,0.0,0.2915268456375839,0.279322033898305,0.8716695747130144,0.5675675675675674,0.0103151457100051,-0.1094794797119851,0.0769230769230768,-0.4150728655210259,-0.8239448258650746,0.63919441151315,2.425605563043556,-0.03,0.03,0.0,-1.3236804883338085,-0.8508575689783744,0.0,0.0,0.0999999999999999,0.5825242718446605,-0.2,1.5,0.1315789473684211,-0.4705882352941176,-0.2330078273453677,-0.2612940913165917,0.47,-1.2122132323883623,0.440109526705096,0
0340042L,Lycée Jean Mermoz,Public,Hérault,Occitanie,Montpellier,"43.6108, 3.89094",CPGE - PTSI,CPGE,PTSI,0.0,-0.1019295302013422,0.0406779661016949,-0.8743158476627797,-0.5675675675675677,0.7118915050189736,1.0450723524996604,0.4615384615384616,-0.126520795263263,0.0569111507380951,1.5157625140550564,1.865101525253101,0.0,0.0,0.0,-0.0564662321775729,0.0,0.0,0.0,0.1666666666666666,0.5436893203883497,-0.0571428571428572,0.0,0.2894736842105265,0.4705882352941176,0.0782648972588852,0.1625676898160267,-0.25,-1.2123518930648878,0.4528545601193325,0
0371418R,Lycée Jacques De Vaucanson,Public,Indre-et-Loire,Centre,Tours,"47.4241, 0.70553",CPGE - PTSI,CPGE,PTSI,0.1304347826086956,-0.2621644295302013,-0.0298305084745762,-0.9983962575437264,-0.6486486486486487,0.9143893589393728,-0.3731332161238304,-0.5384615384615385,1.4183786258126057,0.105367521108087,0.2599221198896171,0.0,0.0,0.0,0.0,0.0155945069626743,0.0,0.0,0.25,-0.1999999999999999,0.5825242718446605,0.1714285714285713,0.0,-0.0263157894736842,0.5490196078431373,0.3696975284930114,0.6059362778471674,-0.01,-0.1548423774759591,-0.4908496911136573,0
0420046X,Lycée Etienne Mimard,Public,Loire,Auvergne-Rhône-Alpes,Saint-Etienne,"45.4375, 4.39699",CPGE - PTSI,CPGE,PTSI,0.0,0.1799496644295302,0.3227118644067797,-0.7142256881879615,-0.6486486486486487,1.8337914800216808,-0.2280763376598535,-0.5384615384615385,1.7660475734592058,-0.6686655099070259,-0.0561501987887944,0.0,0.0,0.0,0.0,-1.1354903123917874,0.0,0.0,0.25,0.7333333333333332,0.3495145631067962,-0.4571428571428572,0.0,-0.1842105263157893,0.5490196078431373,-0.0281170391145021,-0.1745274857293965,-0.07,-0.7057689774468409,0.602776088693819,0
0450049J,Lycée Pothier,Public,Loiret,Centre,Orléans,"47.9079, 1.90916",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.5683724832214765,0.6589830508474577,0.8793211155631346,0.7567567567567568,-0.226337769185096,-0.466322781441912,-0.4615384615384615,0.6264676012989604,-0.5477012366717641,0.5688458003165325,1.9465811250995857,0.0,0.0,0.0,-0.9556011693887464,0.0,0.0,0.625,0.4666666666666666,-0.1165048543689319,-0.1142857142857143,1.25,-0.0789473684210524,-0.0784313725490195,-0.1602078431423916,-0.3747656639986073,0.05,-0.020674306869943,-0.13426427576318,0
0631074A,Lycée Fenelon,Privé sous contrat d'association,Puy-de-dôme,Auvergne-Rhône-Alpes,Clermont-Ferrand,"45.7713, 3.09038",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,-0.3225671140939597,-0.5722033898305084,0.5003105895064294,0.2432432432432431,0.2143879681156204,-1.1874895068915334,-0.3076923076923076,-1.011011541579061,-1.1020735608282235,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.7800227909956052,0.0,0.0,1.7500000000000002,-0.0666666666666666,0.1553398058252428,0.0285714285714285,0.0,0.5263157894736844,0.3137254901960785,-0.7657248644072636,0.8016374803937313,0.67,-0.6131991097984596,0.2156819903819733,0
0640055M,Lycée Louis Barthou,Public,Pyrénées-atlantiques,Nouvelle Aquitaine,Pau,"43.2962, -0.36446",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.0826342281879194,0.5911864406779661,0.9827617504424856,0.6756756756756757,-0.0503289612353167,0.0628395264423962,0.3846153846153846,-0.6199916486641079,-0.0033348510944858,0.6649694850087688,1.4893484707149305,0.0,0.0,0.0,-0.1460596414476368,0.0,0.0,0.0,0.0999999999999999,0.5825242718446605,-0.0285714285714286,0.0,-0.4473684210526313,-0.4705882352941176,0.5041820885000048,-0.0170772459649306,0.1299999999999999,-1.2995971907346948,-0.8078431430638889,0
0670084C,Lycée Jean Rostand,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5821, 7.76295",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.2286073825503355,0.3606779661016949,1.1378870313295733,0.8648648648648647,-0.1668671931215525,0.0163333020939678,-0.0769230769230768,-0.0479177449415433,0.1295962859718553,0.7045841993052132,5.138605150144404,0.0,0.0,0.0,0.0516257385883023,0.0,0.0,0.0,-0.5666666666666667,-0.3883495145631067,0.8285714285714287,3.75,0.0789473684210527,-0.3137254901960783,-0.0636323390207523,-0.158956307342972,-0.5700000000000001,0.1662957493569608,1.5968975827542102,0
0690522T,Lycée Aux Lazaristes,Privé sous contrat d'association,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.7641, 4.82597",CPGE - PCSI,CPGE,PCSI,0.0,1.7269295302013423,-0.0244067796610169,-0.4491257244072673,-0.2162162162162162,0.1111923732515716,-0.6033880666415264,-0.6923076923076923,3.3807765047476352,0.544577971752349,-0.3029241680110029,0.0,0.0,0.0,0.0,0.668755886361961,0.0,0.0,0.0,-0.6333333333333332,-1.5922330097087378,0.6,14.000000000000002,-0.4736842105263156,0.3137254901960785,-1.1482716647209823,-0.7031018936424585,-1.0100000000000002,-0.6151958235404247,0.7298649876719502,1
0710012C,Lycée polyvalent Niépce-Balleure,Public,Saône-et-loire,Bourgogne-Franche-Comté,Chalon-sur-Saône,"46.7874, 4.83813",CPGE - PTSI,CPGE,PTSI,-0.5652173913043478,0.4064597315436241,-0.0840677966101695,-0.5411971590644975,-0.3243243243243243,0.304074743149017,-0.959821075627112,0.3076923076923076,-1.205097643026368,-1.1449453728540868,0.5368819570771464,0.0,0.0,0.0,0.0,-1.843778586967865,0.0,0.0,1.0,0.8999999999999999,-0.5436893203883494,-0.1142857142857143,0.0,-0.5263157894736841,1.96078431372549,-0.699965065940429,-0.5409063128091061,0.45,-0.3314128829634564,0.7334674889810413,0
0740003B,Lycée Berthollet,Public,Haute-Savoie,Auvergne-Rhône-Alpes,Annecy,"45.9063, 6.12758",CPGE - MPSI,CPGE,MPSI,1.173913043478261,0.8821308724832215,2.0338983050847457,-0.7097267768728589,-0.5135135135135135,0.809300587249326,-0.2146313418785127,-0.8461538461538461,0.4402809852686186,0.382872683229154,-0.2233189525221457,0.0,0.0,0.0,0.0,0.4282797110955483,0.0,0.0,0.0,-0.6333333333333332,-0.1165048543689319,1.0,1.0,0.2894736842105265,0.0784313725490196,0.5612132307172341,-0.2225261651785225,-0.5300000000000001,-0.5757607271365875,1.1154777943270973,0
0750652B,Lycée Charlemagne,Public,Paris,Ile-de-France,Paris  4e  Arrondissement,"48.8544, 2.36049",CPGE - MPSI,CPGE,MPSI,2.217391304347826,3.07005033557047,1.9606779661016949,-0.5911276760617387,-0.5405405405405406,1.276292793094851,1.029677317422594,0.3846153846153846,-0.0406680741903109,0.4503962979692798,-0.1994930673588901,0.34953116914264,0.0,0.0,0.0,0.5286958493750274,0.0,0.0,0.0,-0.5999999999999999,-0.7378640776699028,1.3714285714285714,1.7500000000000002,-0.2368421052631578,0.0784313725490196,-0.6918849716692916,-0.5648378597064772,-0.7900000000000001,0.2418103537927149,-0.0005540030796056,0
0750654D,Lycée Henri IV,Public,Paris,Ile-de-France,Paris  5e  Arrondissement,"48.8463, 2.34762",CPGE - Ecole nationale des Chartes,CPGE,Ecole nationale des Chartes,0.1304347826086956,-0.199244966442953,-0.7240677966101695,0.5475387998943365,0.6486486486486487,-0.3497609929907289,-0.5864726478784936,-0.5384615384615385,0.9070516448719048,-0.3655900092381359,-0.1382694066716889,0.0,0.0,0.0,0.0,-0.6847787872251042,0.0,0.0,0.0,-0.4999999999999999,-0.233009708737864,1.0571428571428572,0.0,-1.4473684210526314,-0.4705882352941176,-1.2350332218799425,0.4417194122843677,-0.8300000000000002,0.2395640508330034,-0.0043668478039482,0
0750655E,Lycée Louis Le Grand,Public,Paris,Ile-de-France,Paris  5e  Arrondissement,"48.8478, 2.34486",CPGE - MPSI,CPGE,MPSI,4.304347826086956,5.637164429530201,-0.1925423728813559,-0.6817767209739479,-0.5135135135135135,0.8771225490804339,0.3778749193620343,0.0769230769230768,-0.0257129747636832,0.4371762049797781,-0.2087109737111981,0.0,0.0,0.0,0.0,0.5090359023948415,0.0,0.0,0.0,-0.6333333333333332,-1.5145631067961165,0.4571428571428572,14.000000000000002,-0.8684210526315789,1.2549019607843137,-1.5039675807862585,-0.6109164445215637,-1.1700000000000002,0.23998003286258,-0.0051845207984458,1
0750685M,Lycée Pierre-Gilles de Gennes - ENCPB,Public,Paris,Ile-de-France,Paris 13e  Arrondissement,"48.8366, 2.35634",CPGE - MPSI,CPGE,MPSI,0.1304347826086956,1.8116610738255037,1.949830508474576,-0.5990061226855654,-0.2162162162162162,-0.1234469555344722,2.0638797962357187,0.2307692307692308,0.8971312014508609,0.3319826112619644,-0.229861377104448,0.0,0.0,0.0,0.0,0.352599750486549,0.0,0.0,0.0,-0.3666666666666666,1.087378640776699,-0.0857142857142857,0.0,-1.2105263157894737,-0.1568627450980391,-0.205061865111696,-0.6918488296841059,-0.6700000000000002,0.2368740337084104,-0.0017834751546653,0
0750693W,Lycée Buffon,Public,Paris,Ile-de-France,Paris 15e  Arrondissement,"48.8436, 2.31095",CPGE - MPSI,CPGE,MPSI,0.1304347826086956,1.966023489932886,2.191186440677966,-0.5973550622009491,-0.6216216216216216,1.9294287928825984,1.2128209876999956,0.8461538461538461,-0.399155469311311,0.4553375107957776,-0.1688767921437426,0.0,0.0,0.0,0.0,0.5360440565520802,0.0,0.0,0.0,-0.5666666666666667,1.009708737864078,0.2285714285714285,0.0,-0.8157894736842104,-0.4705882352941176,-0.1705390686933742,-0.7115622984017809,-0.6500000000000001,0.2388152831797683,-0.0152306408141772,0
0750699C,Lycée Janson De Sailly,Public,Paris,Ile-de-France,Paris 16e  Arrondissement,"48.8655, 2.27947",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,0.1304347826086956,1.666526845637584,-0.0542372881355932,0.8414922971268,0.8108108108108106,-0.3132778664719783,-0.2856981961558262,-0.2307692307692307,-0.009908666629845,0.286952497511695,-0.2162347923826192,0.0,0.0,0.0,0.0,0.2856342874186974,0.0,0.0,0.0,-0.6333333333333332,-1.5922330097087378,0.7142857142857143,12.5,-1.4999999999999998,-0.4705882352941176,-1.1570876452054448,-0.6710934218854072,-0.99,0.2448886208115799,-0.0245568530847527,1
0130040Y,Lycée Thiers,Public,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Marseille  1er Arrondissement,"43.2968, 5.38259",CPGE - PCSI,CPGE,PCSI,2.1739130434782608,1.2185402684563758,0.5857627118644068,-0.4323107748746171,-0.2702702702702703,0.3061615673759112,0.7873408615117545,0.0,0.4786178375265745,0.3971057957914417,-0.0611596224310031,0.0,0.0,0.0,0.0,0.4494461460487521,0.0,0.0,0.0,-0.6333333333333332,-0.8932038834951456,1.4,2.5,0.368421052631579,1.0980392156862746,-0.740167250171182,-0.1372511151317735,-0.7900000000000001,-1.2994307979228643,0.8947683000622886,0
0770926N,Lycée Francois Couperin,Public,Seine-et-Marne,Ile-de-France,Fontainebleau,"48.3995, 2.68594",CPGE - ECG -  - Mathématiques appliquées + ESH,CPGE,ECG - Mathématiques appliquées + ESH,-0.4347826086956521,-0.2881711409395973,-0.2711864406779661,0.2525257292711912,0.7027027027027027,-0.6302745911328873,-0.1780929636332595,0.0,-0.362811000757973,-0.5143400940924745,-0.4645852064168748,0.0,0.0,0.0,0.0,-0.9059889393667564,0.0,0.0,3.75,0.8333333333333333,-0.58252427184466,-0.6571428571428573,0.0,-0.0789473684210524,0.0784313725490196,-0.0235564232196693,0.2151885622737766,0.3500000000000001,0.1156568702898704,0.09586327085492,0
0690564N,Institution des Chartreux,Privé sous contrat d'association,Rhône,Auvergne-Rhône-Alpes,Lyon 1er Arrondissement,"45.7718, 4.82254",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + HGG,-1.173913043478261,0.1816275167785234,0.8461016949152542,0.0347562344469902,0.2162162162162161,-0.2126654173664208,-0.7164229934536619,0.0769230769230768,-0.8999755578027568,0.493459445409555,-0.0568252979749565,0.0,0.0,0.0,0.0,0.5927361852598095,0.0,0.0,0.0,-0.6333333333333332,1.825242718446602,-0.3142857142857143,0.0,-0.4473684210526313,0.0,0.7263778259978003,-0.7000112386006891,-0.5700000000000001,-0.6130604491219319,0.7288488215954548,0
0340038G,Lycée Joffre,Public,Hérault,Occitanie,Montpellier,"43.6112, 3.88407",CPGE - ECG -  - Mathématiques approfondies + HGG,CPGE,ECG - Mathématiques approfondies + HGG,0.1304347826086956,0.0801174496644295,0.3064406779661017,-0.1051663510312487,0.2162162162162161,-0.3571453819288881,0.4675584621641412,0.4615384615384616,-0.4522082872487419,0.3948837062064588,-0.2380519239491424,0.0,0.0,0.0,0.0,0.4461416183528668,0.0,0.0,0.0,-0.5666666666666667,0.0776699029126214,0.8285714285714287,0.5,0.0526315789473684,0.7058823529411764,0.1084769471665416,-0.0142334650253689,-0.45,-1.212240964523669,0.4508192653830286,0
0592940A,Lycée Saint-Jean,Privé sous contrat d'association,Nord,Hauts-de-France,Douai,"50.3693, 3.08633",CPGE - ECG,CPGE,ECG - Mathématiques approfondies + ESH,-0.391304347826087,0.05998322147651,-0.0623728813559322,-0.1729785423300183,-0.2432432432432433,0.6385484352877381,-1.2843014228706515,-0.8461538461538461,0.4402809852686186,0.5981810424968087,-0.4645852064168748,0.0,0.0,0.0,0.0,0.7484704186007358,0.0,0.0,0.0,-0.1333333333333333,-0.3106796116504853,0.6,1.7500000000000002,-1.157894736842105,-0.4705882352941176,-0.3379954281875465,-0.2555222697592845,-0.5700000000000001,0.6619244715294988,0.2144821441400473,0
0592940A,Lycée Saint-Jean,Privé sous contrat d'association,Nord,Hauts-de-France,Douai,"50.3693, 3.08633",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.391304347826087,0.4341442953020134,0.488135593220339,-0.0013827005526102,0.0,0.1721432621208437,-1.2920565982407093,-0.6153846153846154,-0.4961813177844056,0.616270479494902,-0.4645852064168748,0.0,0.0,0.0,0.0,0.7753716947541144,0.0,0.0,0.0,-0.3666666666666666,1.2815533980582523,-0.1428571428571429,0.0,-1.7105263157894737,-0.2352941176470588,-0.1490281455569106,-0.4898412412621893,-0.8100000000000002,0.6619244715294988,0.2144821441400473,0
0380027Y,Lycée Champollion,Public,Isère,Auvergne-Rhône-Alpes,Grenoble,"45.1873, 5.72556",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608696,0.3989093959731543,-0.0433898305084745,0.1510143670449296,0.6216216216216216,-0.6285606557413265,-0.0956594011259817,1.6923076923076923,-1.1954939867523993,0.4208680275160602,-0.2966514115854517,0.0,0.0,0.0,0.0,0.4847835840083698,0.0,0.0,0.0,-0.2333333333333333,0.0388349514563107,0.6571428571428573,0.0,0.0263157894736842,-0.4705882352941176,-0.6292989468895198,-0.6656857960120585,-0.7300000000000001,-0.775154779980172,0.9963760199618864,0
0540038Y,Lycée Henri Poincaré,Public,Meurthe-et-Moselle,Grand-Est,Nancy,"48.6915, 6.17955",CPGE - ECG,CPGE,ECG - Mathématiques appliquées + ESH,-0.9130434782608696,0.1245805369127516,0.9057627118644068,0.16745534835346,0.7027027027027027,-0.6937905244041443,0.1021701396087346,0.1538461538461538,-0.3538096194785157,-0.0993432215928986,-0.4645852064168748,0.0,0.0,0.0,0.0,-0.2888362070248803,0.0,0.0,0.0,0.3666666666666666,0.4271844660194176,-0.1714285714285714,0.0,0.1052631578947369,0.8627450980392157,0.9228260770874438,-0.5558218332786867,-0.37,0.1966347053807266,1.1308743398068246,0
0210015C,Lycée Carnot,Public,Côte-d'Or,Bourgogne-Franche-Comté,Dijon,"47.3237, 5.04925",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,0.0869565217391304,1.2923657718120805,0.2630508474576271,0.4448727900851353,1.027027027027027,-0.7704825753554188,-1.0679502421154592,-0.1538461538461538,-1.0251734939775548,-1.0067636181603703,-0.4645852064168748,0.0,0.0,0.0,0.0,-1.6382848757613806,0.0,0.0,0.0,-0.5666666666666667,-0.233009708737864,0.9428571428571432,1.7500000000000002,-0.6052631578947368,0.627450980392157,-0.8864551531654252,-0.6137822229317756,-0.25,-0.182685441322267,0.796013547893492,0
0592921E,Lycée Saint Rémi,Privé sous contrat d'association,Nord,Hauts-de-France,Roubaix,"50.6943, 3.18214",CPGE - PCSI,CPGE,PCSI,-0.9130434782608696,-0.7235738255033557,-0.7213559322033898,-0.165005941803649,-0.6756756756756757,4.033485584100162,1.0077026737867671,-0.8461538461538461,0.4402809852686186,-0.1366203319787353,1.4185807829522896,0.0,0.0,0.0,0.0,-0.3442719754678156,0.0,0.0,2.5,1.3666666666666665,-0.8155339805825241,-0.6571428571428573,0.0,0.7894736842105264,1.0980392156862746,1.2676832336709365,3.253162293273866,0.67,0.7296186138092164,0.2428666548657094,0
0510032H,Lycée JEAN JAURES,Public,Marne,Grand-Est,Reims,"49.25802, 4.04244",CPGE - Lettres,CPGE,Lettres,2.217391304347826,-0.0817953020134228,-0.1003389830508474,0.599497565198281,0.8918918918918918,-0.5594985314804023,-0.1939490339652252,0.0769230769230768,-0.4825577522458667,-0.7499928991069845,0.3614016616881269,0.0,0.0,0.0,0.0,-1.256434405672965,0.0,0.0,0.625,0.1999999999999999,0.233009708737864,0.0,0.0,0.1315789473684211,0.392156862745098,-0.4451704952406572,1.466843195560144,0.5100000000000001,0.3537427983111129,0.4977376973173066,0
0572757M,Lycée Georges De La Tour,Public,Moselle,Grand-Est,Metz,"49.109, 6.16706",CPGE - BCPST,CPGE,BCPST,0.1304347826086956,0.1858221476510067,0.7294915254237289,0.8711700542894893,0.7297297297297298,-0.2007934695145101,-0.4872413978779936,1.153846153846154,-1.218120490402755,-0.4945588580710205,0.956701388028824,0.0,0.0,0.0,0.0,-0.8765717445184931,0.0,0.0,0.0,0.2333333333333333,0.854368932038835,-0.3428571428571429,0.0,0.368421052631579,-0.0784313725490195,0.4666532633427468,-0.1215809292328265,0.23,0.3124163702794714,1.1271740732483913,0
0590063Y,Lycée Albert Chatelet,Public,Nord,Hauts-de-France,Douai,"50.3743, 3.08316",CPGE - PCSI,CPGE,PCSI,0.1304347826086956,-0.0507550335570469,0.6264406779661017,-0.3853799957880647,-0.3243243243243243,0.5841464204873418,0.0983681032140562,0.9230769230769232,-0.9179807550574688,0.1681673574360111,-0.4645852064168748,0.0,0.0,0.0,0.0,0.1089857904847942,0.0,0.0,0.0,-0.2333333333333333,0.1165048543689321,0.6,0.0,0.6052631578947371,0.627450980392157,0.9196058625945256,0.1588439807110462,0.05,0.6633110782947502,0.2135430052297,0
0670086E,Lycée des métiers René Cassin,Public,Bas-Rhin,Grand-Est,Strasbourg,"48.5826, 7.77046",CPGE - ENS Rennes D1,CPGE,ENS Rennes D1,-0.391304347826087,0.2814597315436241,-0.7810169491525424,1.122093370604821,1.5135135135135134,-0.7158125520876071,0.0847202146640282,0.1538461538461538,-0.3666784113754075,0.0829646879988854,1.76290684421392,2.447507193409637,0.0,0.0,0.0,-0.0177213336658763,0.0,0.0,0.0,-0.4666666666666666,-0.699029126213592,1.1714285714285717,2.0,0.5789473684210529,-0.2352941176470588,-1.417588592184842,-0.4132165727828916,-1.11,0.1664344100334863,1.5968975827542102,0
0690128P,Lycée Edouard Branly,Public,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.7527, 4.79112",CPGE - TSI,CPGE,TSI,-0.217391304347826,-0.3234060402684564,-0.3688135593220339,-1.444010573141523,-0.8378378378378378,1.0305856789896315,1.643197943176885,1.7692307692307694,-0.7184837828047347,-1.7529821709252271,197.9461551110162,0.0,-1.0,1.0,0.0,0.0,-0.1957236842105263,0.0,0.0,-0.0333333333333333,0.1553398058252428,0.3142857142857143,0.75,0.0263157894736842,0.5490196078431373,-0.195930399381834,0.4956732956146716,-0.3100000000000001,-0.6183572869652038,0.7195403848247598,0
0710054Y,Lycée Henri Parriat,Public,Saône-et-loire,Bourgogne-Franche-Comté,Montceau-les-Mines,"46.6756, 4.37252","CPGE - TSI - (en 3 ans, destinée aux bacs professionnels)",CPGE,TSI,-0.5652173913043478,-0.7638422818791947,-0.8108474576271186,-1.721947289380498,-1.0540540540540542,-0.113501572252775,4.907729880812234,0.5384615384615384,1.8462832601355224,-1.7529821709252271,-0.4645852064168748,1567.5841253211604,-1.0,0.0,1.0,0.0,0.0,-0.036144578313253,0.0,0.1333333333333333,-0.3495145631067959,0.3714285714285714,2.25,-1.368421052631579,-0.4705882352941176,0.8651899254918914,8.004954685171148,0.7100000000000001,-0.3624174102345433,0.5955266473259351,0
0750654D,Lycée Henri IV,Public,Paris,Ile-de-France,Paris  5e  Arrondissement,"48.8463, 2.34762",CPGE - MPSI,CPGE,MPSI,2.217391304347826,5.480285234899329,0.0,-0.6449579610659624,-0.6216216216216216,1.785040799458281,0.4514731440802228,0.3846153846153846,-0.3871246479830806,0.4922498007054615,-0.3662482101609511,0.2160999907016614,0.0,0.0,0.0,0.5909372908975515,0.0,0.0,0.0,-0.6333333333333332,-1.5145631067961165,0.9428571428571432,10.5,-0.7368421052631579,0.392156862745098,-1.4359145287746071,-0.7498046488120531,-1.15,0.2395640508330034,-0.0043668478039482,1
0750705J,Lycée Honoré De Balzac,Public,Paris,Ile-de-France,Paris 17e  Arrondissement,"48.8953, 2.31528",CPGE - Lettres,CPGE,Lettres,0.1304347826086956,0.338506711409396,1.846779661016949,1.1548855869818564,0.5945945945945945,0.1976356696984112,0.8888117067078772,0.4615384615384616,-0.21464358966807,0.0552841250032755,0.0651816037635701,1.1641864924987142,0.0,0.0,0.0,-0.0588858248163958,0.0,0.0,2.875,0.1333333333333333,0.1941747572815535,-0.4000000000000001,0.0,-1.157894736842105,-0.4705882352941176,1.4263395255267313,-0.2424524834191763,0.63,0.2531527971324979,-0.0139478422394761,0
0771246L,Lycée Bossuet,Privé sous contrat d'association,Seine-et-Marne,Ile-de-France,Meaux,"48.9656, 2.88721",CPGE - Lettres,CPGE,Lettres,-0.8260869565217391,-0.486996644295302,-0.8406779661016949,0.3813923956350214,0.1891891891891892,0.1985891976766924,-1.4942025788562772,-0.8461538461538461,0.4402809852686186,-1.3535563062810083,0.1327386304048214,0.0,0.0,0.0,0.0,-2.154009376866036,0.0,0.0,0.0,0.5666666666666665,0.1553398058252428,-0.1428571428571429,0.0,0.5526315789473686,1.647058823529412,-1.1494278802542304,0.4290830636461456,0.45,0.2726484882519758,0.155491185203674,0
0920145H,Lycée Lakanal,Public,Hauts-de-Seine,Ile-de-France,Sceaux,"48.7773, 2.30778",CPGE - MPSI,CPGE,MPSI,0.1304347826086956,2.2697147651006717,1.4020338983050848,-0.6900637102996673,-0.1351351351351351,-0.4461609751057862,-0.0862041539390758,-0.1538461538461538,0.0206159092988309,0.4608737153294495,-0.3312006459370908,0.0,0.0,0.0,0.0,0.5442770915004643,0.0,0.0,0.0,-0.6333333333333332,-1.1650485436893203,1.342857142857143,5.0,-0.3421052631578947,0.0784313725490196,-0.6373290116815147,-0.7446215817653694,-0.8300000000000002,0.2204288774724927,-0.0161697797245241,1
0920145H,Lycée Lakanal,Public,Hauts-de-Seine,Ile-de-France,Sceaux,"48.7773, 2.30778",CPGE - B/L - Lettres et sciences sociales,CPGE,B/L - Lettres et sciences sociales,0.1304347826086956,1.2227348993288591,0.5559322033898305,0.778362124927832,0.5675675675675674,-0.0651563109575191,-0.5594266764348386,-0.5384615384615385,0.97187479927496,0.1114478769626508,-0.3639345558222765,0.0,0.0,0.0,0.0,0.0246367636106657,0.0,0.0,0.0,-0.6333333333333332,-1.1262135922330097,1.0,5.25,-0.4210526315789472,-0.3137254901960783,-0.6807475217370664,-0.5894499435421615,-0.6700000000000002,0.2204288774724927,-0.0161697797245241,1
0690522T,Lycée Aux Lazaristes,Privé sous contrat d'association,Rhône,Auvergne-Rhône-Alpes,Lyon 5e  Arrondissement,"45.7641, 4.82597",CPGE - PTSI,CPGE,PTSI,4.130434782608695,-0.0113255033557046,1.3477966101694916,-1.1638430196954033,-0.6486486486486487,0.379104848677452,-0.7412185234553103,-0.4615384615384615,0.0993766320165144,0.2192362641490784,-0.4645852064168748,0.0,0.0,0.0,0.0,0.1849317009343099,0.0,0.0,0.125,0.1333333333333333,0.5825242718446605,-0.0857142857142857,0.0,-0.4210526315789472,0.1568627450980392,1.538414477384164,2.3055808364221426,0.5300000000000001,-0.6151958235404247,0.7298649876719502,0
0352009U,Lycée Victor et Hélène BASCH,Public,Ille-et-Vilaine,Bretagne,Rennes,"48.1257, -1.68996",CPGE - ENS Cachan D2,CPGE,ENS Cachan D2,0.0,-0.0935402684563758,-0.1166101694915254,0.2459323184589003,-0.027027027027027,0.5532586338548049,-0.318959831056869,-0.3076923076923076,0.1785151425928954,0.1396775587002211,2.0527081059031302,0.0,0.0,0.0,0.0,0.0666178636429338,0.0,0.0,0.0,-0.4999999999999999,0.3883495145631069,0.4285714285714286,1.7500000000000002,0.1578947368421054,-0.1568627450980391,-0.2145039249140023,0.1488269027770031,-0.35,0.0397262838245396,-1.2005335612547428,0
